Codi_Districte,Import_Euros,Nom_Districte,Nom_Barri,Seccio_Censal,Codi_Barri,Any
1,15940,Ciutat Vella,el Raval,1,1,2022
1,13841,Ciutat Vella,el Raval,2,1,2022
1,12732,Ciutat Vella,el Raval,3,1,2022
1,15749,Ciutat Vella,el Raval,4,1,2022
1,13190,Ciutat Vella,el Raval,5,1,2022
1,14262,Ciutat Vella,el Raval,6,1,2022
1,13335,Ciutat Vella,el Raval,7,1,2022
1,10692,Ciutat Vella,el Raval,8,1,2022
1,13723,Ciutat Vella,el Raval,9,1,2022
1,11833,Ciutat Vella,el Raval,10,1,2022
1,11708,Ciutat Vella,el Raval,11,1,2022
1,14737,Ciutat Vella,el Raval,12,1,2022
1,14851,Ciutat Vella,el Raval,13,1,2022
1,14082,Ciutat Vella,el Raval,14,1,2022
1,14744,Ciutat Vella,el Raval,15,1,2022
1,14277,Ciutat Vella,el Raval,16,1,2022
1,12292,Ciutat Vella,el Raval,17,1,2022
1,13914,Ciutat Vella,el Raval,18,1,2022
1,13991,Ciutat Vella,el Raval,19,1,2022
1,19278,Ciutat Vella,el Raval,20,1,2022
1,19473,Ciutat Vella,el Raval,21,1,2022
1,24330,Ciutat Vella,el Barri Gòtic,22,2,2022
1,20302,Ciutat Vella,el Barri Gòtic,23,2,2022
1,18972,Ciutat Vella,el Barri Gòtic,25,2,2022
1,20162,Ciutat Vella,el Barri Gòtic,26,2,2022
1,17614,Ciutat Vella,el Barri Gòtic,27,2,2022
1,19283,Ciutat Vella,el Barri Gòtic,28,2,2022
1,16012,Ciutat Vella,el Barri Gòtic,29,2,2022
1,15938,Ciutat Vella,el Barri Gòtic,30,2,2022
1,15400,Ciutat Vella,el Barri Gòtic,31,2,2022
1,19836,Ciutat Vella,la Barceloneta,32,3,2022
1,17188,Ciutat Vella,la Barceloneta,33,3,2022
1,17278,Ciutat Vella,la Barceloneta,34,3,2022
1,17458,Ciutat Vella,la Barceloneta,35,3,2022
1,17877,Ciutat Vella,la Barceloneta,36,3,2022
1,18627,Ciutat Vella,la Barceloneta,37,3,2022
1,16281,Ciutat Vella,la Barceloneta,38,3,2022
1,18053,Ciutat Vella,la Barceloneta,39,3,2022
1,19187,Ciutat Vella,la Barceloneta,40,3,2022
1,17187,Ciutat Vella,la Barceloneta,41,3,2022
1,18653,Ciutat Vella,la Barceloneta,42,3,2022
1,25186,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",43,4,2022
1,20772,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",44,4,2022
1,19646,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",45,4,2022
1,17547,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",46,4,2022
1,20023,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",47,4,2022
1,15023,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",48,4,2022
1,18668,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",49,4,2022
1,17298,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",50,4,2022
1,17760,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",51,4,2022
1,24015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",52,4,2022
1,17569,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",53,4,2022
1,18968,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",54,4,2022
1,23042,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",55,4,2022
2,22790,Eixample,el Fort Pienc,1,5,2022
2,23841,Eixample,el Fort Pienc,2,5,2022
2,26735,Eixample,el Fort Pienc,3,5,2022
2,20846,Eixample,el Fort Pienc,4,5,2022
2,25223,Eixample,el Fort Pienc,5,5,2022
2,26174,Eixample,el Fort Pienc,6,5,2022
2,28926,Eixample,el Fort Pienc,7,5,2022
2,26072,Eixample,el Fort Pienc,8,5,2022
2,25066,Eixample,el Fort Pienc,9,5,2022
2,23183,Eixample,el Fort Pienc,10,5,2022
2,24698,Eixample,el Fort Pienc,11,5,2022
2,20656,Eixample,el Fort Pienc,12,5,2022
2,21814,Eixample,el Fort Pienc,13,5,2022
2,20498,Eixample,el Fort Pienc,14,5,2022
2,20373,Eixample,el Fort Pienc,15,5,2022
2,26542,Eixample,el Fort Pienc,16,5,2022
2,26887,Eixample,el Fort Pienc,17,5,2022
2,25637,Eixample,el Fort Pienc,18,5,2022
2,24358,Eixample,el Fort Pienc,19,5,2022
2,22945,Eixample,el Fort Pienc,20,5,2022
2,23411,Eixample,la Sagrada Família,21,6,2022
2,23805,Eixample,la Sagrada Família,22,6,2022
2,24495,Eixample,la Sagrada Família,23,6,2022
2,21808,Eixample,la Sagrada Família,24,6,2022
2,22251,Eixample,la Sagrada Família,25,6,2022
2,22712,Eixample,la Sagrada Família,26,6,2022
2,23205,Eixample,la Sagrada Família,27,6,2022
2,23093,Eixample,la Sagrada Família,28,6,2022
2,23537,Eixample,la Sagrada Família,29,6,2022
2,19958,Eixample,la Sagrada Família,30,6,2022
2,25192,Eixample,la Sagrada Família,31,6,2022
2,24660,Eixample,la Sagrada Família,32,6,2022
2,23934,Eixample,la Sagrada Família,33,6,2022
2,21815,Eixample,la Sagrada Família,34,6,2022
2,25035,Eixample,la Sagrada Família,35,6,2022
2,25842,Eixample,la Sagrada Família,36,6,2022
2,27029,Eixample,la Sagrada Família,37,6,2022
2,26402,Eixample,la Sagrada Família,38,6,2022
2,23132,Eixample,la Sagrada Família,39,6,2022
2,20914,Eixample,la Sagrada Família,40,6,2022
2,23317,Eixample,la Sagrada Família,41,6,2022
2,25918,Eixample,la Sagrada Família,42,6,2022
2,24593,Eixample,la Sagrada Família,43,6,2022
2,21162,Eixample,la Sagrada Família,44,6,2022
2,25351,Eixample,la Sagrada Família,45,6,2022
2,21589,Eixample,la Sagrada Família,46,6,2022
2,22895,Eixample,la Sagrada Família,47,6,2022
2,22490,Eixample,la Sagrada Família,48,6,2022
2,22119,Eixample,la Sagrada Família,49,6,2022
2,23490,Eixample,la Sagrada Família,50,6,2022
2,20797,Eixample,la Sagrada Família,51,6,2022
2,24261,Eixample,la Sagrada Família,52,6,2022
2,24829,Eixample,la Sagrada Família,53,6,2022
2,24388,Eixample,la Sagrada Família,54,6,2022
2,25670,Eixample,la Dreta de l'Eixample,55,7,2022
2,26223,Eixample,la Dreta de l'Eixample,56,7,2022
2,32110,Eixample,la Dreta de l'Eixample,57,7,2022
2,29126,Eixample,la Dreta de l'Eixample,58,7,2022
2,28590,Eixample,la Dreta de l'Eixample,59,7,2022
2,26853,Eixample,la Dreta de l'Eixample,60,7,2022
2,25141,Eixample,la Dreta de l'Eixample,61,7,2022
2,29073,Eixample,la Dreta de l'Eixample,62,7,2022
2,33504,Eixample,la Dreta de l'Eixample,63,7,2022
2,34279,Eixample,la Dreta de l'Eixample,64,7,2022
2,26124,Eixample,la Dreta de l'Eixample,65,7,2022
2,26487,Eixample,la Dreta de l'Eixample,66,7,2022
2,24205,Eixample,la Dreta de l'Eixample,67,7,2022
2,24597,Eixample,la Dreta de l'Eixample,68,7,2022
2,27907,Eixample,la Dreta de l'Eixample,69,7,2022
2,29588,Eixample,la Dreta de l'Eixample,70,7,2022
2,30730,Eixample,la Dreta de l'Eixample,71,7,2022
2,32777,Eixample,la Dreta de l'Eixample,72,7,2022
2,29806,Eixample,la Dreta de l'Eixample,73,7,2022
2,32048,Eixample,la Dreta de l'Eixample,74,7,2022
2,29337,Eixample,la Dreta de l'Eixample,75,7,2022
2,33570,Eixample,la Dreta de l'Eixample,76,7,2022
2,27936,Eixample,la Dreta de l'Eixample,77,7,2022
2,30538,Eixample,la Dreta de l'Eixample,78,7,2022
2,34652,Eixample,la Dreta de l'Eixample,79,7,2022
2,29980,Eixample,la Dreta de l'Eixample,80,7,2022
2,32610,Eixample,la Dreta de l'Eixample,81,7,2022
2,35461,Eixample,la Dreta de l'Eixample,82,7,2022
2,35723,Eixample,la Dreta de l'Eixample,83,7,2022
2,29114,Eixample,l'Antiga Esquerra de l'Eixample,84,8,2022
2,29619,Eixample,l'Antiga Esquerra de l'Eixample,85,8,2022
2,31623,Eixample,l'Antiga Esquerra de l'Eixample,86,8,2022
2,28228,Eixample,l'Antiga Esquerra de l'Eixample,87,8,2022
2,30535,Eixample,l'Antiga Esquerra de l'Eixample,88,8,2022
2,28941,Eixample,l'Antiga Esquerra de l'Eixample,89,8,2022
2,26461,Eixample,l'Antiga Esquerra de l'Eixample,90,8,2022
2,27557,Eixample,l'Antiga Esquerra de l'Eixample,91,8,2022
2,26561,Eixample,l'Antiga Esquerra de l'Eixample,92,8,2022
2,26544,Eixample,l'Antiga Esquerra de l'Eixample,93,8,2022
2,27481,Eixample,l'Antiga Esquerra de l'Eixample,94,8,2022
2,27232,Eixample,l'Antiga Esquerra de l'Eixample,95,8,2022
2,24967,Eixample,l'Antiga Esquerra de l'Eixample,96,8,2022
2,25274,Eixample,l'Antiga Esquerra de l'Eixample,97,8,2022
2,28586,Eixample,l'Antiga Esquerra de l'Eixample,98,8,2022
2,29234,Eixample,l'Antiga Esquerra de l'Eixample,99,8,2022
2,27833,Eixample,l'Antiga Esquerra de l'Eixample,100,8,2022
2,26991,Eixample,l'Antiga Esquerra de l'Eixample,101,8,2022
2,31352,Eixample,l'Antiga Esquerra de l'Eixample,102,8,2022
2,23458,Eixample,l'Antiga Esquerra de l'Eixample,103,8,2022
2,28771,Eixample,l'Antiga Esquerra de l'Eixample,104,8,2022
2,24334,Eixample,l'Antiga Esquerra de l'Eixample,105,8,2022
2,30506,Eixample,l'Antiga Esquerra de l'Eixample,106,8,2022
2,29971,Eixample,l'Antiga Esquerra de l'Eixample,107,8,2022
2,31290,Eixample,l'Antiga Esquerra de l'Eixample,108,8,2022
2,32778,Eixample,l'Antiga Esquerra de l'Eixample,109,8,2022
2,26399,Eixample,la Nova Esquerra de l'Eixample,110,9,2022
2,26249,Eixample,la Nova Esquerra de l'Eixample,111,9,2022
2,32346,Eixample,la Nova Esquerra de l'Eixample,112,9,2022
2,30804,Eixample,la Nova Esquerra de l'Eixample,113,9,2022
2,26587,Eixample,la Nova Esquerra de l'Eixample,114,9,2022
2,24599,Eixample,la Nova Esquerra de l'Eixample,115,9,2022
2,30343,Eixample,la Nova Esquerra de l'Eixample,116,9,2022
2,24991,Eixample,la Nova Esquerra de l'Eixample,117,9,2022
2,29697,Eixample,la Nova Esquerra de l'Eixample,118,9,2022
2,27970,Eixample,la Nova Esquerra de l'Eixample,119,9,2022
2,25793,Eixample,la Nova Esquerra de l'Eixample,120,9,2022
2,28742,Eixample,la Nova Esquerra de l'Eixample,121,9,2022
2,28801,Eixample,la Nova Esquerra de l'Eixample,122,9,2022
2,25556,Eixample,la Nova Esquerra de l'Eixample,123,9,2022
2,27242,Eixample,la Nova Esquerra de l'Eixample,124,9,2022
2,26043,Eixample,la Nova Esquerra de l'Eixample,125,9,2022
2,28075,Eixample,la Nova Esquerra de l'Eixample,126,9,2022
2,24908,Eixample,la Nova Esquerra de l'Eixample,127,9,2022
2,24196,Eixample,la Nova Esquerra de l'Eixample,128,9,2022
2,22865,Eixample,Sant Antoni,166,10,2022
2,25179,Eixample,la Nova Esquerra de l'Eixample,129,9,2022
2,35407,Eixample,la Nova Esquerra de l'Eixample,130,9,2022
2,25947,Eixample,la Nova Esquerra de l'Eixample,131,9,2022
2,26171,Eixample,la Nova Esquerra de l'Eixample,132,9,2022
2,25551,Eixample,la Nova Esquerra de l'Eixample,133,9,2022
2,24148,Eixample,la Nova Esquerra de l'Eixample,134,9,2022
2,23347,Eixample,la Nova Esquerra de l'Eixample,135,9,2022
2,25572,Eixample,la Nova Esquerra de l'Eixample,136,9,2022
2,22926,Eixample,la Nova Esquerra de l'Eixample,137,9,2022
2,25759,Eixample,la Nova Esquerra de l'Eixample,138,9,2022
2,24784,Eixample,la Nova Esquerra de l'Eixample,139,9,2022
2,25629,Eixample,la Nova Esquerra de l'Eixample,140,9,2022
2,23865,Eixample,la Nova Esquerra de l'Eixample,141,9,2022
2,22294,Eixample,la Nova Esquerra de l'Eixample,142,9,2022
2,25002,Eixample,la Nova Esquerra de l'Eixample,143,9,2022
2,26948,Eixample,la Nova Esquerra de l'Eixample,144,9,2022
2,24336,Eixample,la Nova Esquerra de l'Eixample,145,9,2022
2,23632,Eixample,la Nova Esquerra de l'Eixample,146,9,2022
2,23710,Eixample,la Nova Esquerra de l'Eixample,147,9,2022
2,26725,Eixample,la Nova Esquerra de l'Eixample,148,9,2022
2,23965,Eixample,la Nova Esquerra de l'Eixample,149,9,2022
2,21546,Eixample,Sant Antoni,150,10,2022
2,24718,Eixample,Sant Antoni,151,10,2022
2,26290,Eixample,Sant Antoni,152,10,2022
2,26237,Eixample,Sant Antoni,153,10,2022
2,19916,Eixample,Sant Antoni,154,10,2022
2,22039,Eixample,Sant Antoni,155,10,2022
2,24740,Eixample,Sant Antoni,156,10,2022
2,22316,Eixample,Sant Antoni,157,10,2022
2,23191,Eixample,Sant Antoni,158,10,2022
2,23155,Eixample,Sant Antoni,159,10,2022
2,26665,Eixample,Sant Antoni,160,10,2022
2,24006,Eixample,Sant Antoni,161,10,2022
2,21963,Eixample,Sant Antoni,162,10,2022
2,25409,Eixample,Sant Antoni,163,10,2022
2,24182,Eixample,Sant Antoni,164,10,2022
2,25006,Eixample,Sant Antoni,165,10,2022
2,23870,Eixample,Sant Antoni,167,10,2022
2,23260,Eixample,Sant Antoni,168,10,2022
2,24208,Eixample,Sant Antoni,169,10,2022
2,23748,Eixample,Sant Antoni,170,10,2022
2,20799,Eixample,Sant Antoni,171,10,2022
2,22197,Eixample,Sant Antoni,172,10,2022
2,23774,Eixample,Sant Antoni,173,10,2022
3,20069,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,1,11,2022
3,18708,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,2,11,2022
3,17692,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,3,11,2022
3,21142,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,4,11,2022
